rep,concentration,safeguards,capture,trust,market_power,social_diversion,completion,bottom_access
2,0.7,0.2,0.5599999999999999,0.5254081744446933,0.5829315266836377,0.3614053731613131,0.6064462783194667,0.4409975518462823
2,0.7,0.6,0.27999999999999997,0.6430081744446934,0.3813315266836377,0.18780537316131313,0.6538502783194667,0.5648032599837065
2,0.7,0.9,0.06999999999999998,0.7312081744446933,0.23013152668363773,0.05760537316131315,0.6894032783194668,0.6632322514867748
2,0.9,0.2,0.7200000000000001,0.44882750995964615,0.6972465174467075,0.4453350559904368,0.5334418522030308,0.3625238271910888
2,0.9,0.6,0.36000000000000004,0.6000275099596462,0.4380465174467074,0.22213505599043679,0.5943898522030309,0.502589358964878
2,0.9,0.9,0.08999999999999998,0.7134275099596462,0.24364651744670734,0.05473505599043672,0.6401008522030309,0.6168538453952199
3,0.1,0.2,0.08000000000000002,0.7011357468932987,0.28303148111043014,0.04192409489312583,0.6868361365455329,0.6028327950645034
3,0.1,0.6,0.04000000000000001,0.7179357468932986,0.2542314811104301,0.017124094893125823,0.6936081365455328,0.6494969760122861
3,0.1,0.9,0.009999999999999998,0.7305357468932987,0.2326314811104301,0.0,0.6986871365455328,0.6846088813231233
3,0.3,0.2,0.24,0.674362895085716,0.3426151014001245,0.14303197000817136,0.6040411994698354,0.5011658914141718
3,0.3,0.6,0.12,0.724762895085716,0.2562151014001245,0.06863197000817138,0.6243571994698354,0.5734590190738135
3,0.3,0.9,0.029999999999999992,0.7625628950857161,0.19141510140012452,0.012831970008171377,0.6395941994698354,0.6287027912185448
3,0.5,0.2,0.4,0.5878650367119126,0.5024634186421966,0.24504010807678275,0.6234238555577709,0.48481473937944375
3,0.5,0.6,0.2,0.6718650367119127,0.35846341864219655,0.12104010807678275,0.6572838555577708,0.584343626135141
3,0.5,0.9,0.04999999999999999,0.7348650367119126,0.25046341864219657,0.028040108076782748,0.6826788555577709,0.661834531201914
3,0.7,0.2,0.5599999999999999,0.5252571420872117,0.5830864677868924,0.3532159109046941,0.5544718936681193,0.40457390308261804
3,0.7,0.6,0.27999999999999997,0.6428571420872118,0.38148646778689244,0.17961591090469417,0.6018758936681193,0.5237227063552815
3,0.7,0.9,0.06999999999999998,0.7310571420872117,0.23028646778689246,0.049415910904694174,0.6374288936681193,0.6186590192097792
3,0.9,0.2,0.7200000000000001,0.4425084831390391,0.7039518593132897,0.47770916192331075,0.5844169044312462,0.3956372211185375
3,0.9,0.6,0.36000000000000004,0.5937084831390391,0.44475185931328964,0.2545091619233107,0.6453649044312463,0.5415750789090172
3,0.9,0.9,0.08999999999999998,0.7071084831390392,0.25035185931328957,0.08710916192331064,0.6910759044312462,0.6602438098518768
4,0.1,0.2,0.08000000000000002,0.7301633215086684,0.25137194354951187,0.06102299172181451,0.6449204254618897,0.5670200115146385
4,0.1,0.6,0.04000000000000001,0.7469633215086683,0.2225719435495118,0.03622299172181451,0.6516924254618897,0.6131476713605507
4,0.1,0.9,0.009999999999999998,0.7595633215086683,0.2009719435495118,0.0176229917218145,0.6567714254618896,0.6478571858449849
4,0.3,0.2,0.24,0.6797921190268187,0.4075513933908096,0.165832052700931,0.6655256977790907,0.5505502404561656
4,0.3,0.6,0.12,0.7301921190268187,0.32115139339080956,0.091432052700931,0.6858416977790907,0.6252043728508827
4,0.3,0.9,0.029999999999999992,0.7679921190268187,0.2563513933908096,0.03563205270093099,0.7010786977790906,0.6822188985469204
4,0.5,0.2,0.4,0.5512611323924859,0.49877039760968117,0.2476264904262279,0.5901785769207538,0.45981428984440686
4,0.5,0.6,0.2,0.6352611323924859,0.35477039760968115,0.12362649042622788,0.6240385769207537,0.5572154787673351
4,0.5,0.9,0.04999999999999999,0.6982611323924859,0.24677039760968117,0.030626490426227875,0.6494335769207538,0.6331106104595312
4,0.7,0.2,0.5599999999999999,0.5376109497021844,0.5803206756520695,0.3243919429895402,0.5715926399203175,0.4165721220561585
4,0.7,0.6,0.27999999999999997,0.6552109497021844,0.3787206756520694,0.15079194298954024,0.6189966399203175,0.537254944193019
4,0.7,0.9,0.06999999999999998,0.7434109497021844,0.22752067565206946,0.020591942989540247,0.6545496399203174,0.6333417711956644
4,0.9,0.2,0.7200000000000001,0.4590525848552648,0.6970600769858271,0.47686478802429677,0.5676933738726098,0.3847736156676473
4,0.9,0.6,0.36000000000000004,0.6102525848552648,0.4378600769858269,0.25366478802429676,0.6286413738726098,0.528784922737772
4,0.9,0.9,0.08999999999999998,0.7236525848552648,0.24346007698582683,0.08626478802429671,0.6743523738726098,0.6460087406403654
5,0.1,0.2,0.08000000000000002,0.7097707250859041,0.2534731467287717,0.05692375877681797,0.6597587782495766,0.5796979001364383
5,0.1,0.6,0.04000000000000001,0.726570725085904,0.22467314672877164,0.032123758776817966,0.6665307782495765,0.6260154908980328
5,0.1,0.9,0.009999999999999998,0.7391707250859041,0.2030731467287717,0.013523758776817957,0.6716097782495766,0.6608674535692287
5,0.3,0.2,0.24,0.6750850031394444,0.35388645001019664,0.12515573079044043,0.6179028571515226,0.5122995748641029
5,0.3,0.6,0.12,0.7254850031394444,0.2674864500101966,0.05075573079044044,0.6382188571515225,0.5851249901787213
5,0.3,0.9,0.029999999999999992,0.7632850031394445,0.2026864500101966,0.0,0.6534558571515225,0.6407679780646853
5,0.5,0.2,0.4,0.5595787964538774,0.4626403793796249,0.2511394642876107,0.6096522729738648,0.47445850927634636
5,0.5,0.6,0.2,0.6435787964538775,0.31864037937962486,0.12713946428761067,0.6435122729738648,0.5731060147466738
5,0.5,0.9,0.04999999999999999,0.7065787964538774,0.21064037937962485,0.03413946428761066,0.6689072729738649,0.6499358838494194
5,0.7,0.2,0.5599999999999999,0.5389837716340595,0.5840300382397617,0.37235895165902416,0.5675110586755703,0.41371174991983967
5,0.7,0.6,0.27999999999999997,0.6565837716340596,0.3824300382397617,0.19875895165902419,0.6149150586755703,0.5340288623771707
5,0.7,0.9,0.06999999999999998,0.7447837716340595,0.23123003823976176,0.0685589516590242,0.6504680586755702,0.629841407120169
5,0.9,0.2,0.7200000000000001,0.47956423027135886,0.6941371725683332,0.44783248044917046,0.5721633004576988,0.38767727997732115
5,0.9,0.6,0.36000000000000004,0.6307642302713589,0.43493717256833314,0.22463248044917042,0.6331113004576988,0.5322035225900481
5,0.9,0.9,0.08999999999999998,0.7441642302713589,0.24053717256833307,0.057232480449170384,0.6788223004576988,0.6498135421495932
6,0.1,0.2,0.08000000000000002,0.6961838423719452,0.25907715822864813,0.06007278465022238,0.6604941630629569,0.5803262129209904
6,0.1,0.6,0.04000000000000001,0.7129838423719451,0.23027715822864805,0.03527278465022237,0.6672661630629568,0.6266532166081962
6,0.1,0.9,0.009999999999999998,0.7255838423719452,0.20867715822864807,0.016672784650222365,0.6723451630629569,0.6615122389736006
6,0.3,0.2,0.24,0.6237620099318513,0.35729256630403006,0.13179704003450393,0.6650373523753629,0.5501580014278915
6,0.3,0.6,0.12,0.6741620099318513,0.27089256630403,0.05739704003450394,0.6853533523753629,0.6247933813591054
6,0.3,0.9,0.029999999999999992,0.7119620099318513,0.20609256630403006,0.0015970400345039423,0.7005903523753629,0.6817938427075159
6,0.5,0.2,0.4,0.582520681050479,0.49667743019153787,0.2722987229472382,0.5922037290667687,0.46133720425821007
6,0.5,0.6,0.2,0.6665206810504791,0.35267743019153786,0.14829872294723823,0.6260637290667688,0.5588680029184834
6,0.5,0.9,0.04999999999999999,0.7295206810504791,0.2446774301915379,0.05529872294723822,0.6514587290667687,0.6348603419136882
6,0.7,0.2,0.5599999999999999,0.5443339546046759,0.5761355473238258,0.3202357310165795,0.5839622584010417,0.42524075068745
6,0.7,0.6,0.27999999999999997,0.661933954604676,0.3745355473238258,0.1466357310165795,0.6313662584010417,0.5470318906401833
6,0.7,0.9,0.06999999999999998,0.7501339546046759,0.22333554732382585,0.01643573101657953,0.6669192584010417,0.6439499560047335
6,0.9,0.2,0.7200000000000001,0.4426541915612661,0.7403426703253909,0.470474139157743,0.5473866820774868,0.3715823886775354
6,0.9,0.6,0.36000000000000004,0.5938541915612662,0.4811426703253908,0.24727413915774296,0.6083346820774869,0.513254364852862
6,0.9,0.9,0.08999999999999998,0.7072541915612662,0.28674267032539075,0.07987413915774291,0.6540456820774868,0.6287236845843567
7,0.1,0.2,0.08000000000000002,0.7036298510746546,0.2501499962682788,0.021499600596431984,0.66474555592906,0.5839586029857889
7,0.1,0.6,0.04000000000000001,0.7204298510746545,0.22134999626827873,0.0,0.67151755592906,0.6303400245016809
7,0.1,0.9,0.009999999999999998,0.7330298510746546,0.19974999626827875,0.0,0.6765965559290601,0.6652398602385998
7,0.3,0.2,0.24,0.6340102193491569,0.4042257913454607,0.1412338007753376,0.6156389571127441,0.510481210352956
7,0.3,0.6,0.12,0.6844102193491569,0.3178257913454607,0.0668338007753376,0.6359549571127442,0.5832196919060856
7,0.3,0.9,0.029999999999999992,0.722210219349157,0.2530257913454607,0.011033800775337605,0.6511919571127441,0.6387974794709326
7,0.5,0.2,0.4,0.5991273032601356,0.5382506953803032,0.2613566245268225,0.6070019034331409,0.4724654313817219
7,0.5,0.6,0.2,0.6831273032601357,0.3942506953803032,0.13735662452682249,0.6408619034331409,0.570943313201443
7,0.5,0.9,0.04999999999999999,0.7461273032601357,0.28625069538030323,0.044356624526822486,0.6662569034331408,0.6476459645662336
7,0.7,0.2,0.5599999999999999,0.5451577899153052,0.6031146938657431,0.33877879116777676,0.568105616278549,0.4141284158880072
7,0.7,0.6,0.27999999999999997,0.6627577899153052,0.4015146938657431,0.1651787911677768,0.615509616278549,0.5344988007065652
7,0.7,0.9,0.06999999999999998,0.7509577899153052,0.2503146938657432,0.034978791167776815,0.6510626162785491,0.6303512997204836
7,0.9,0.2,0.7200000000000001,0.4406476406364086,0.7112830761410854,0.4443675633839116,0.5840475545304035,0.3953972914229501
7,0.9,0.6,0.36000000000000004,0.5918476406364086,0.45208307614108534,0.22116756338391155,0.6449955545304036,0.5412926001048527
7,0.9,0.9,0.08999999999999998,0.7052476406364087,0.25768307614108527,0.05376756338391151,0.6907065545304036,0.6599294192162795
8,0.1,0.2,0.08000000000000002,0.7224350613983879,0.30600552441050666,0.044302330781849884,0.6531091095314087,0.5740164231836357
8,0.1,0.6,0.04000000000000001,0.7392350613983878,0.2772055244105066,0.019502330781849878,0.6598811095314087,0.6202488981856377
8,0.1,0.9,0.009999999999999998,0.7518350613983878,0.25560552441050666,0.000902330781849872,0.6649601095314087,0.6550370240371393
8,0.3,0.2,0.24,0.6452707899506034,0.3684063411644421,0.150278430409679,0.6451432786095551,0.5341790813791947
8,0.3,0.6,0.12,0.6956707899506034,0.28200634116444206,0.07587843040967902,0.665459278609555,0.6080505288778015
8,0.3,0.9,0.029999999999999992,0.7334707899506034,0.21720634116444207,0.02007843040967902,0.6806962786095552,0.6644780409017568
8,0.5,0.2,0.4,0.579159704135551,0.4820096442239441,0.26739246524295035,0.5680843839523493,0.44319945673216665
8,0.5,0.6,0.2,0.663159704135551,0.3380096442239441,0.14339246524295038,0.6019443839523493,0.5391866173051171
8,0.5,0.9,0.04999999999999999,0.726159704135551,0.2300096442239441,0.050392465242950366,0.6273393839523493,0.6140212277348298
8,0.7,0.2,0.5599999999999999,0.5176289378468942,0.6342854807520688,0.37046958950064335,0.5876745575397753,0.4278423299238745
8,0.7,0.6,0.27999999999999997,0.6352289378468943,0.43268548075206886,0.19686958950064334,0.6350785575397753,0.5499660918794385
8,0.7,0.9,0.06999999999999998,0.7234289378468942,0.2814854807520689,0.06666958950064336,0.6706315575397753,0.6471336237461114
8,0.9,0.2,0.7200000000000001,0.4617640863693385,0.7197782833256584,0.4482549151151479,0.5479301506480374,0.37193542586096506
8,0.9,0.6,0.36000000000000004,0.6129640863693385,0.4605782833256583,0.2250549151151479,0.6088781506480373,0.5136700096156189
8,0.9,0.9,0.08999999999999998,0.7263640863693386,0.26617828332565824,0.05765491511514785,0.6545891506480375,0.6291862850316094
9,0.1,0.2,0.08000000000000002,0.7252320980273317,0.253250226048489,0.03757497199932744,0.6719608401918596,0.5901233418599249
9,0.1,0.6,0.04000000000000001,0.7420320980273316,0.224450226048489,0.012774971999327431,0.6787328401918596,0.6365971190143807
9,0.1,0.9,0.009999999999999998,0.7546320980273317,0.202850226048489,0.0,0.6838118401918596,0.6715662214802225
9,0.3,0.2,0.24,0.6606252431642959,0.38185462107285156,0.1453277622737318,0.6093034541938542,0.5053925344085037
9,0.3,0.6,0.12,0.7110252431642959,0.29545462107285153,0.0709277622737318,0.6296194541938542,0.5778877326495477
9,0.3,0.9,0.029999999999999992,0.748825243164296,0.23065462107285153,0.015127762273731806,0.6448564541938543,0.6332830577303308
9,0.5,0.2,0.4,0.5858988508964472,0.49643186454629934,0.24092989471904203,0.6315967288021253,0.4909607400591982
9,0.5,0.6,0.2,0.6698988508964473,0.3524318645462993,0.11692989471904203,0.6654567288021253,0.5910126907025343
9,0.5,0.9,0.04999999999999999,0.7328988508964472,0.2444318645462993,0.023929894719042014,0.6908517288021252,0.6688958936850362
9,0.7,0.2,0.5599999999999999,0.5415441121084582,0.609155036385154,0.35179622725925674,0.5829910874868405,0.4245601541107778
9,0.7,0.6,0.27999999999999997,0.6591441121084582,0.40755503638515406,0.17819622725925674,0.6303950874868405,0.5462642771495987
9,0.7,0.9,0.06999999999999998,0.7473441121084582,0.2563550363851541,0.04799622725925675,0.6659480874868404,0.6431170798287145
9,0.9,0.2,0.7200000000000001,0.4403816056086202,0.7230934395829111,0.41741991543004997,0.5426033899205509,0.36847516209238984
9,0.9,0.6,0.36000000000000004,0.5915816056086202,0.463893439582911,0.1942199154300499,0.6035513899205509,0.5095961030112374
9,0.9,0.9,0.08999999999999998,0.7049816056086202,0.26949343958291094,0.026819915430049857,0.649262389920551,0.6246521463003729
10,0.1,0.2,0.08000000000000002,0.7156687220262842,0.2571217182783421,0.04129285129446923,0.6546151875734498,0.5753032162627556
10,0.1,0.6,0.04000000000000001,0.7324687220262841,0.22832171827834208,0.01649285129446923,0.6613871875734497,0.6215549690636957
10,0.1,0.9,0.009999999999999998,0.7450687220262842,0.2067217182783421,0.0,0.6664661875734499,0.6563575532644008
10,0.3,0.2,0.24,0.6675318993205113,0.37669383797602224,0.14152195137510676,0.627831554891364,0.5202743048887436
10,0.3,0.6,0.12,0.7179318993205113,0.2902938379760222,0.06712195137510678,0.6481475548913639,0.5934809821965719
10,0.3,0.9,0.029999999999999992,0.7557318993205113,0.22549383797602224,0.011321951375106777,0.663384554891364,0.6494099165774434
10,0.5,0.2,0.4,0.5545258730753998,0.44525616105428023,0.2484969955555135,0.6236351467949726,0.4849736303898194
10,0.5,0.6,0.2,0.6385258730753999,0.3012561610542802,0.12449699555551351,0.6574951467949726,0.5845160397846977
10,0.5,0.9,0.04999999999999999,0.7015258730753998,0.19325616105428023,0.0314969955555135,0.6828901467949726,0.6620170868308564
10,0.7,0.2,0.5599999999999999,0.5123194642837646,0.6008558259645149,0.3593391595280449,0.5865612101408931,0.4270620960667379
10,0.7,0.6,0.27999999999999997,0.6299194642837647,0.3992558259645149,0.18573915952804493,0.6339652101408931,0.549086102095362
10,0.7,0.9,0.06999999999999998,0.7181194642837646,0.24805582596451498,0.05553915952804494,0.6695182101408931,0.6461788170168299
10,0.9,0.2,0.7200000000000001,0.4377264173936121,0.7256148434276696,0.4699630921121609,0.5670726945635143,0.38437042238845887
10,0.9,0.6,0.36000000000000004,0.5889264173936121,0.4664148434276694,0.24676309211216085,0.6280206945635143,0.5283102272021758
10,0.9,0.9,0.08999999999999998,0.7023264173936121,0.27201484342766935,0.07936309211216082,0.6737316945635143,0.6454804184124634
11,0.1,0.2,0.08000000000000002,0.73752474410733,0.2512482174274836,0.0542699826993961,0.6715933058710348,0.5898093205362122
11,0.1,0.6,0.04000000000000001,0.75432474410733,0.22244821742748355,0.029469982699396095,0.6783653058710348,0.6362783932513614
11,0.1,0.9,0.009999999999999998,0.76692474410733,0.20084821742748357,0.010869982699396086,0.6834443058710349,0.6712439673877235
11,0.3,0.2,0.24,0.6395905831517908,0.35017798325424315,0.14614137725956852,0.6240185598795848,0.5172117072952825
11,0.3,0.6,0.12,0.6899905831517908,0.2637779832542431,0.07174137725956853,0.6443345598795847,0.5902719655946586
11,0.3,0.9,0.029999999999999992,0.7277905831517909,0.19897798325424318,0.01594137725956853,0.6595715598795847,0.6460910857191906
11,0.5,0.2,0.4,0.5799706139278001,0.4643760512090245,0.23291775308011356,0.58928251486729,0.4591404511802021
11,0.5,0.6,0.2,0.6639706139278002,0.32037605120902446,0.10891775308011357,0.6231425148672901,0.5564842921317088
11,0.5,0.9,0.04999999999999999,0.7269706139278002,0.21237605120902445,0.015917753080113565,0.64853751486729,0.6323364128453386
11,0.7,0.2,0.5599999999999999,0.5025179427874676,0.6031485039670947,0.34971955778235125,0.5923129231730953,0.4310928965597052
11,0.7,0.6,0.27999999999999997,0.6201179427874677,0.4015485039670947,0.17611955778235125,0.6397169231730953,0.5536322560760145
11,0.7,0.9,0.06999999999999998,0.7083179427874676,0.25034850396709474,0.045919557782351274,0.6752699231730952,0.6511114861132465
11,0.9,0.2,0.7200000000000001,0.44318054215313013,0.7102242487165836,0.4350152417430199,0.5594153037957678,0.3793961813457307
11,0.9,0.6,0.36000000000000004,0.5943805421531301,0.45102424871658353,0.21181524174301988,0.6203633037957679,0.5224538547430033
11,0.9,0.9,0.08999999999999998,0.7077805421531301,0.25662424871658346,0.04441524174301985,0.6660743037957679,0.6389624473909576
12,0.1,0.2,0.08000000000000002,0.7017209360636113,0.296887951439871,0.03953796558627307,0.6615394997694056,0.5812193486029802
12,0.1,0.6,0.04000000000000001,0.7185209360636112,0.26808795143987096,0.014737965586273067,0.6683114997694056,0.6275597326000286
12,0.1,0.9,0.009999999999999998,0.7311209360636113,0.246487951439871,0.0,0.6733904997694056,0.6624287901978148
12,0.3,0.2,0.24,0.6934996618451797,0.37222725131568096,0.1752124041594556,0.6333855554184632,0.5247352781121096
12,0.3,0.6,0.12,0.7438996618451797,0.28582725131568093,0.10081240415945561,0.6537015554184631,0.5981552290401786
12,0.3,0.9,0.029999999999999992,0.7816996618451798,0.22102725131568096,0.04501240415945561,0.6689385554184633,0.6542441186362304
12,0.5,0.2,0.4,0.5651411321104168,0.49687955454525023,0.23228478987382067,0.6048840599299099,0.4708728130672923
12,0.5,0.6,0.2,0.6491411321104169,0.3528795545452502,0.10828478987382067,0.63874405992991,0.5692151529028067
12,0.5,0.9,0.04999999999999999,0.7121411321104169,0.24487955454525023,0.015284789873820669,0.6641390599299098,0.6458161477794422
12,0.7,0.2,0.5599999999999999,0.5281627003506483,0.6169927456131005,0.3557347334145755,0.5751903251301095,0.4190933798511807
12,0.7,0.6,0.27999999999999997,0.6457627003506483,0.41539274561310047,0.18213473341457556,0.6225943251301095,0.5400985545828385
12,0.7,0.9,0.06999999999999998,0.7339627003506483,0.2641927456131005,0.05193473341457556,0.6581473251301095,0.636427146031582
12,0.9,0.2,0.7200000000000001,0.4551996439513936,0.7321580897537847,0.47153317616738843,0.5513892018725127,0.37418242553638426
12,0.9,0.6,0.36000000000000004,0.6063996439513937,0.4729580897537846,0.2483331761673884,0.6123372018725126,0.5163154919920977
12,0.9,0.9,0.08999999999999998,0.7197996439513937,0.27855808975378454,0.08093317616738833,0.6580482018725127,0.6321306294338829
13,0.1,0.2,0.08000000000000002,0.7206827392037264,0.2835055229969245,0.05568371358990732,0.6614049384574346,0.5811043794180322
13,0.1,0.6,0.04000000000000001,0.7374827392037263,0.25470552299692445,0.03088371358990731,0.6681769384574345,0.6274430410302873
13,0.1,0.9,0.009999999999999998,0.7500827392037264,0.2331055229969245,0.012283713589907305,0.6732559384574346,0.6623108068394787
13,0.3,0.2,0.24,0.6582206969229315,0.37814400094082257,0.12409934550701243,0.6572418027582599,0.5438966159754344
13,0.3,0.6,0.12,0.7086206969229315,0.29174400094082253,0.049699345507012445,0.6775578027582599,0.6182326468013516
13,0.3,0.9,0.029999999999999992,0.7464206969229316,0.2269440009408226,0.0,0.69279480275826,0.6750085963207895
13,0.5,0.2,0.4,0.6016727207468079,0.46158469986283224,0.2559377110963074,0.63292859718388,0.49196230508227773
13,0.5,0.6,0.2,0.685672720746808,0.3175846998628322,0.13193771109630742,0.6667885971838801,0.5920994953020462
13,0.5,0.9,0.04999999999999999,0.7486727207468079,0.20958469986283226,0.03893771109630743,0.69218359718388,0.6700466279668724
13,0.7,0.2,0.5599999999999999,0.553487203028841,0.6442256172661947,0.3921051428876144,0.566762423721952,0.41318710654434393
13,0.7,0.6,0.27999999999999997,0.6710872030288411,0.4426256172661947,0.2185051428876144,0.614166423721952,0.5334371413098309
13,0.7,0.9,0.06999999999999998,0.759287203028841,0.29142561726619476,0.08830514288761443,0.6497194237219519,0.629199377783946
13,0.9,0.2,0.7200000000000001,0.4267870121726402,0.7196980042250315,0.4143225352310166,0.5613233712544782,0.380635661966909
13,0.9,0.6,0.36000000000000004,0.5779870121726403,0.4604980042250314,0.19112253523101658,0.6222713712544782,0.5239131447354249
13,0.9,0.9,0.08999999999999998,0.6913870121726402,0.2660980042250313,0.023722535231016514,0.6679823712544782,0.6405865944118119
14,0.1,0.2,0.08000000000000002,0.7421845739753599,0.23886336783843548,0.0712095711172038,0.659647218363986,0.5796025833701897
14,0.1,0.6,0.04000000000000001,0.7589845739753598,0.21006336783843543,0.0464095711172038,0.6664192183639859,0.6259187461652486
14,0.1,0.9,0.009999999999999998,0.7715845739753598,0.18846336783843545,0.027809571117203787,0.671498218363986,0.6607696378615431
14,0.3,0.2,0.24,0.6860450992539998,0.3883571483111967,0.1805837058928751,0.6765062306059334,0.5593698044226857
14,0.3,0.6,0.12,0.7364450992539998,0.3019571483111967,0.10618370589287508,0.6968222306059333,0.6344455892779535
14,0.3,0.9,0.029999999999999992,0.7742450992539999,0.23715714831119672,0.05038370589287508,0.7120592306059333,0.6917763543194044
14,0.5,0.2,0.4,0.5851920192926303,0.5048216018651488,0.25031919196260627,0.6063882373581273,0.47200395449331173
14,0.5,0.6,0.2,0.6691920192926304,0.3608216018651487,0.12631919196260627,0.6402482373581274,0.570442561684232
14,0.5,0.9,0.04999999999999999,0.7321920192926303,0.25282160186514874,0.03331919196260628,0.6656432373581274,0.647115757077422
14,0.7,0.2,0.5599999999999999,0.5096492265649918,0.6221326378472167,0.3374648708725313,0.5714720733790813,0.4164876290240602
14,0.7,0.6,0.27999999999999997,0.6272492265649918,0.42053263784721673,0.16386487087253135,0.6188760733790813,0.5371596483988259
14,0.7,0.9,0.06999999999999998,0.7154492265649918,0.2693326378472168,0.03366487087253135,0.6544290733790813,0.6332383733299001
14,0.9,0.2,0.7200000000000001,0.42912784579902125,0.7074322923403303,0.44170110206695723,0.5670447870646218,0.3843522936771783
14,0.9,0.6,0.36000000000000004,0.5803278457990213,0.44823229234033024,0.21850110206695722,0.6279927870646218,0.5282888835470227
