seed,mode,period,crisis,external_connectivity,local_capacity,fiat_settlement,unit_readiness,completion,bottom_access
20000,fiat_only,18,1,0.12,0.5429077682809835,0.10755237963483245,0.0,0.10755237963483244,0.07528666574438271
20000,fiat_only,19,1,0.12,0.5707920473377136,0.1015789475936178,0.0,0.10157894759361774,0.07110526331553245
20000,fiat_only,20,1,0.12,0.4994818840256917,0.09877391646388256,0.0,0.09877391646388256,0.06914174152471779
20000,fiat_only,21,1,0.12,0.6038931763348984,0.09341372848013413,0.0,0.09341372848013418,0.06538960993609388
20000,fiat_only,22,1,0.12,0.5819332159767695,0.13774847594397976,0.0,0.13774847594397976,0.09642393316078583
20000,fiat_only,23,1,0.12,0.5242240508551749,0.13975104929676077,0.0,0.13975104929676074,0.09782573450773253
20000,fiat_only,24,1,0.12,0.5792127360251462,0.11654911192995523,0.0,0.11654911192995521,0.08158437835096866
20000,fiat_only,25,1,0.12,0.5874531553966955,0.10043984434664374,0.0,0.10043984434664377,0.07030789104265062
20000,fiat_only,26,1,0.12,0.5308918177289247,0.10519264841316,0.0,0.10519264841316,0.073634853889212
20000,fiat_only,27,1,0.12,0.5736495825322208,0.10599587569420987,0.0,0.10599587569420987,0.0741971129859469
20000,fiat_only,28,1,0.12,0.5691909764193054,0.10828468703701997,0.0,0.10828468703701999,0.07579928092591398
20000,fiat_only,29,1,0.12,0.49661083277598167,0.06831128059810307,0.0,0.0683112805981031,0.047817896418672144
20000,fiat_only,30,1,0.12,0.6692701885067804,0.09861607832143138,0.0,0.09861607832143138,0.06903125482500196
20000,fiat_only,31,1,0.12,0.557084284325818,0.09519022770396517,0.0,0.09519022770396512,0.06663315939277561
20000,fiat_only,32,1,0.12,0.5492093317233798,0.08734704731945658,0.0,0.08734704731945664,0.061142933123619604
20000,fiat_only,33,1,0.12,0.6378804261846964,0.11013832082752452,0.0,0.1101383208275245,0.07709682457926716
20000,fiat_only,34,1,0.12,0.5764756464053548,0.10399831382860941,0.0,0.10399831382860936,0.07279881968002658
20000,fiat_only,35,1,0.12,0.5268446335267524,0.10019339090000498,0.0,0.10019339090000501,0.07013537363000348
20000,fiat_only,36,1,0.12,0.5775489258833625,0.12163908760359213,0.0,0.1216390876035921,0.08514736132251448
20000,fiat_only,37,1,0.12,0.5741950451334137,0.10621629445964495,0.0,0.10621629445964498,0.07435140612175146
20000,fiat_only,38,1,0.12,0.6005968334177677,0.10795193860922295,0.0,0.10795193860922292,0.07556635702645606
20000,fiat_only,39,1,0.12,0.5727394887625924,0.11032239925432749,0.0,0.11032239925432752,0.07722567947802923
20000,fiat_only,40,1,0.12,0.531156065948675,0.09425984990429591,0.0,0.09425984990429592,0.06598189493300713
20000,fiat_only,41,1,0.12,0.5931972562810072,0.1297078424845488,0.0,0.1297078424845488,0.09079548973918417
20000,fiat_only,42,1,0.12,0.5726496468197763,0.10229409717340307,0.0,0.1022940971734031,0.07160586802138215
20000,fiat_only,43,0,0.88,0.7626720142681428,0.7746327252989716,0.0,0.7626720142681428,0.5422429077092801
20000,fiat_only,44,0,0.88,0.8010212817026895,0.7520039126676595,0.0,0.7520039126676595,0.5264027388673617
20000,fiat_only,45,0,0.88,0.7861072119150229,0.7687590565521571,0.0,0.7687590565521571,0.5381313395865099
20000,fiat_only,46,0,0.88,0.7993656101024593,0.7351400363603368,0.0,0.7351400363603368,0.5145980254522357
20000,fiat_only,47,0,0.88,0.8561224239042393,0.7796423653216835,0.0,0.7796423653216835,0.5457496557251784
20000,fiat_only,48,0,0.88,0.8082672383680349,0.7784660693903787,0.0,0.7784660693903787,0.544926248573265
20000,fiat_only,49,0,0.88,0.8145819798269157,0.7675599593813189,0.0,0.7675599593813189,0.5372919715669232
20000,fiat_only,50,0,0.88,0.8106742090559814,0.7679391506537497,0.0,0.7679391506537497,0.5375574054576248
20000,fiat_only,51,0,0.88,0.8060718014439474,0.7664338080447151,0.0,0.7664338080447151,0.5365036656313005
20000,fiat_only,52,0,0.88,0.790727286931554,0.7801545520050637,0.0,0.7801545520050637,0.5461081864035445
20000,fiat_only,53,0,0.88,0.8276071947962572,0.7754711202073916,0.0,0.7754711202073916,0.5428297841451741
20000,fiat_only,54,0,0.88,0.8659315969743756,0.7672349143093034,0.0,0.7672349143093034,0.5370644400165123
20000,fiat_only,55,0,0.88,0.8312273000825313,0.7562550984393581,0.0,0.7562550984393581,0.5293785689075506
20000,fiat_only,56,0,0.88,0.7888413797716609,0.7693739926417668,0.0,0.7693739926417668,0.5385617948492367
20000,fiat_only,57,0,0.88,0.849749148730922,0.7784923817158862,0.0,0.7771552989678059,0.5449446672011203
20000,fiat_only,58,0,0.88,0.8338981296046221,0.7467830382662564,0.0,0.7467830382662564,0.5227481267863794
20000,fiat_only,59,0,0.88,0.8357233542472452,0.7441727877666502,0.0,0.7441727877666502,0.5209209514366551
20000,emergency_htve,0,0,0.88,0.8084927501035022,0.7934077841005136,0.0,0.7934077841005136,0.5553854488703595
20000,emergency_htve,1,0,0.88,0.8110050106757332,0.738516066972377,0.0,0.738516066972377,0.5169612468806639
20000,emergency_htve,2,0,0.88,0.8357541798455927,0.7295944142992843,0.0,0.7295944142992843,0.510716090009499
20000,emergency_htve,3,0,0.88,0.8483636856895432,0.7521277172930353,0.0,0.7521277172930353,0.5264894021051246
20000,emergency_htve,4,0,0.88,0.8500423777356885,0.7482704731062655,0.0,0.7482704731062655,0.5237893311743859
20000,emergency_htve,5,0,0.88,0.8144669079005391,0.766071696823864,0.0,0.766071696823864,0.5362501877767047
20000,emergency_htve,6,0,0.88,0.8106123143916412,0.7865294466779083,0.0,0.7865294466779083,0.5505706126745358
20000,emergency_htve,7,0,0.88,0.8117645905781862,0.7817399374785706,0.0,0.7817399374785706,0.5472179562349994
20000,emergency_htve,8,0,0.88,0.8053983684967881,0.7883142859949506,0.0,0.7883142859949506,0.5518200001964654
20000,emergency_htve,9,0,0.88,0.8702633605441975,0.7744382513916869,0.0,0.7744382513916869,0.5421067759741808
20000,emergency_htve,10,1,0.12,0.595357465206042,0.09454739823114569,0.03122819110148776,0.10923094931292865,0.0755759470758015
20000,emergency_htve,11,1,0.12,0.5858269468364681,0.09286764821970511,0.07687098494643957,0.1285213261877859,0.08778657734908654
20000,emergency_htve,12,1,0.12,0.5831634090579224,0.1152307336975132,0.10669519296483156,0.1632860588652344,0.11187299105409021
20000,emergency_htve,13,1,0.12,0.6187922691344325,0.1025581770710993,0.1418067230687791,0.17115124263167247,0.11592527036424773
20000,emergency_htve,14,1,0.12,0.5406308877249507,0.11080693636360893,0.16396117850210762,0.17981519664635803,0.12223761228862112
20000,emergency_htve,15,1,0.12,0.567350569468335,0.11643610045006335,0.19454833724851459,0.20165769441155434,0.13690581914385583
20000,emergency_htve,16,1,0.12,0.5566546990775778,0.0900796721024044,0.19361869497493173,0.17584115009741763,0.11773891666787391
20000,emergency_htve,17,1,0.12,0.5888239531873081,0.09644433475875983,0.20476253612275866,0.1915069500531268,0.12840440940568443
20000,emergency_htve,18,1,0.12,0.5429077682809835,0.10755237963483245,0.2462525876959878,0.2119952583862924,0.14273538569750097
20000,emergency_htve,19,1,0.12,0.5707920473377136,0.1015789475936178,0.26553839072198016,0.22054317945210244,0.14759501320158452
20000,emergency_htve,20,1,0.12,0.4994818840256917,0.09877391646388256,0.27658974730768476,0.20814476762148004,0.1393193081092545
20000,emergency_htve,21,1,0.12,0.6038931763348984,0.09341372848013413,0.28441105452702886,0.229160484743823,0.15215280268483947
20000,emergency_htve,22,1,0.12,0.5819332159767695,0.13774847594397976,0.3573603845423486,0.2942881851912099,0.19985076356714154
20000,emergency_htve,23,1,0.12,0.5242240508551749,0.13975104929676077,0.3613642481635128,0.2826076811811107,0.19235862401496895
20000,emergency_htve,24,1,0.12,0.5792127360251462,0.11654911192995523,0.38774892922069587,0.2897935119040138,0.19421600905742475
20000,emergency_htve,25,1,0.12,0.5874531553966955,0.10043984434664374,0.44888633395820665,0.3074523485524312,0.20329865876126943
20000,emergency_htve,26,1,0.12,0.5308918177289247,0.10519264841316,0.46089109181537224,0.2970242124618355,0.19730337178105656
20000,emergency_htve,27,1,0.12,0.5736495825322208,0.10599587569420987,0.48,0.32101415907646036,0.21289550976729876
20000,emergency_htve,28,1,0.12,0.5691909764193054,0.10828468703701997,0.48,0.3211494394216198,0.21334077109358623
20000,emergency_htve,29,1,0.12,0.49661083277598167,0.06831128059810307,0.48,0.26345300564283314,0.17033988128311756
20000,emergency_htve,30,1,0.12,0.6692701885067804,0.09861607832143138,0.4728210788255338,0.3463993153058549,0.22800253032841594
20000,emergency_htve,31,1,0.12,0.557084284325818,0.09519022770396517,0.48,0.3067640533199042,0.20203570673554674
20000,emergency_htve,32,1,0.12,0.5492093317233798,0.08734704731945658,0.48,0.2978570242845393,0.19510486502526714
20000,emergency_htve,33,1,0.12,0.6378804261846964,0.11013832082752452,0.48,0.34720582603606454,0.2304872431034604
20000,emergency_htve,34,1,0.12,0.5764756464053548,0.10399831382860941,0.48,0.32051799993863206,0.21226052326387437
20000,emergency_htve,35,1,0.12,0.5268446335267524,0.10019339090000498,0.48,0.29962630840225724,0.19823372285093385
20000,emergency_htve,36,1,0.12,0.5775489258833625,0.12163908760359213,0.48,0.3342759708540035,0.22391929186575024
20000,emergency_htve,37,1,0.12,0.5741950451334137,0.10621629445964495,0.48,0.32137813490726164,0.21316495905538824
20000,emergency_htve,38,1,0.12,0.6005968334177677,0.10795193860922295,0.48,0.3321919858850727,0.22042229185607973
20000,emergency_htve,39,1,0.12,0.5727394887625924,0.11032239925432749,0.48,0.3239736368901289,0.2154838852681549
20000,emergency_htve,40,1,0.12,0.531156065948675,0.09425984990429591,0.48,0.2965823870858857,0.19537654091334908
20000,emergency_htve,41,1,0.12,0.5931972562810072,0.1297078424845488,0.48,0.345882438752632,0.23274329173651329
20000,emergency_htve,42,1,0.12,0.5726496468197763,0.10229409717340307,0.48,0.31784076915277004,0.21026730414398173
20000,emergency_htve,43,0,0.88,0.7626720142681428,0.7746327252989716,0.47,0.7626720142681428,0.7000188763793902
20000,emergency_htve,44,0,0.88,0.8010212817026895,0.7520039126676595,0.45999999999999996,0.8010212817026895,0.6890506734492731
20000,emergency_htve,45,0,0.88,0.7861072119150229,0.7687590565521571,0.44999999999999996,0.7861072119150229,0.6934647324793792
20000,emergency_htve,46,0,0.88,0.7993656101024593,0.7351400363603368,0.43999999999999995,0.7993656101024593,0.6712343519265692
20000,emergency_htve,47,0,0.88,0.8561224239042393,0.7796423653216835,0.42999999999999994,0.8039092386400797,0.704190539237972
20000,emergency_htve,48,0,0.88,0.8082672383680349,0.7784660693903787,0.41999999999999993,0.7955768421571116,0.6925374200502223
20000,emergency_htve,49,0,0.88,0.8145819798269157,0.7675599593813189,0.4099999999999999,0.8145819798269157,0.6831326345207523
20000,emergency_htve,50,0,0.88,0.8106742090559814,0.7679391506537497,0.3999999999999999,0.7896210879973253,0.6792474703247432
20000,emergency_htve,51,0,0.88,0.8060718014439474,0.7664338080447151,0.3899999999999999,0.8060718014439474,0.6741071973709744
20000,emergency_htve,52,0,0.88,0.790727286931554,0.7801545520050637,0.3799999999999999,0.790727286931554,0.6771471230766978
20000,emergency_htve,53,0,0.88,0.8276071947962572,0.7754711202073916,0.3699999999999999,0.8276071947962572,0.6756490823917114
20000,emergency_htve,54,0,0.88,0.8659315969743756,0.7672349143093034,0.3599999999999999,0.7983288858472148,0.6718367523137254
20000,emergency_htve,55,0,0.88,0.8312273000825313,0.7562550984393581,0.34999999999999987,0.8142420851206477,0.6567169152924259
20000,emergency_htve,56,0,0.88,0.7888413797716609,0.7693739926417668,0.33999999999999986,0.7888413797716609,0.6562243068145804
20000,emergency_htve,57,0,0.88,0.849749148730922,0.7784923817158862,0.32999999999999985,0.7771552989678059,0.6658532010265239
20000,emergency_htve,58,0,0.88,0.8338981296046221,0.7467830382662564,0.31999999999999984,0.8149510238221653,0.6400440541590138
20000,emergency_htve,59,0,0.88,0.8357233542472452,0.7441727877666502,0.30999999999999983,0.7915872708470779,0.634908503791872
20000,prepositioned_htve,0,0,0.88,0.8084927501035022,0.7934077841005136,0.7209888312867794,0.8084927501035022,0.8068959986802755
20000,prepositioned_htve,1,0,0.88,0.8110050106757332,0.738516066972377,0.7218326132316829,0.8110050106757332,0.7765799655993665
20000,prepositioned_htve,2,0,0.88,0.8357541798455927,0.7295944142992843,0.7228300433397694,0.8357541798455927,0.778464083929844
20000,prepositioned_htve,3,0,0.88,0.8483636856895432,0.7521277172930353,0.7219592068103964,0.7924470434709782,0.7924470434709782
20000,prepositioned_htve,4,0,0.88,0.8500423777356885,0.7482704731062655,0.7209232256090761,0.8452753314182821,0.7921016334448223
20000,prepositioned_htve,5,0,0.88,0.8144669079005391,0.766071696823864,0.7205227644471398,0.8144669079005391,0.7927111613813602
20000,prepositioned_htve,6,0,0.88,0.8106123143916412,0.7865294466779083,0.720278318279428,0.8106123143916412,0.8032745345807767
20000,prepositioned_htve,7,0,0.88,0.8117645905781862,0.7817399374785706,0.721130358602617,0.8104825805277518,0.8011439408354706
20000,prepositioned_htve,8,0,0.88,0.8053983684967881,0.7883142859949506,0.7205019675777958,0.8053983684967881,0.8030238278409514
20000,prepositioned_htve,9,0,0.88,0.8702633605441975,0.7744382513916869,0.7190126528018588,0.8072152747298245,0.8072152747298245
20000,prepositioned_htve,10,1,0.12,0.595357465206042,0.09454739823114569,0.7196748574787704,0.43293979815343775,0.28264589912048016
20000,prepositioned_htve,11,1,0.12,0.5858269468364681,0.09286764821970511,0.7214875815564514,0.4275021778631901,0.278806187643495
20000,prepositioned_htve,12,1,0.12,0.5831634090579224,0.1152307336975132,0.722027567871697,0.44043066623402394,0.2918757823675874
20000,prepositioned_htve,13,1,0.12,0.6187922691344325,0.1025581770710993,0.7229883800085259,0.4522735380656856,0.29680660136439907
20000,prepositioned_htve,14,1,0.12,0.5406308877249507,0.11080693636360893,0.7229087829231582,0.41506601713134905,0.27452811570788316
20000,prepositioned_htve,15,1,0.12,0.567350569468335,0.11643610045006335,0.7235041204911782,0.4333659455363422,0.28753388984478473
20000,prepositioned_htve,16,1,0.12,0.5566546990775778,0.0900796721024044,0.7215757326273269,0.4096944764655175,0.2668482362973222
20000,prepositioned_htve,17,1,0.12,0.5888239531873081,0.09644433475875983,0.7206209369886437,0.4309982634371402,0.28181313193905344
20000,prepositioned_htve,18,1,0.12,0.5429077682809835,0.10755237963483245,0.7220976573665474,0.41381498089592117,0.2730696134332306
20000,prepositioned_htve,19,1,0.12,0.5707920473377136,0.1015789475936178,0.7217921309791606,0.4249500661349598,0.27902133683772734
20000,prepositioned_htve,20,1,0.12,0.4994818840256917,0.09877391646388256,0.7208290709821004,0.3838086648587741,0.25203366220261275
20000,prepositioned_htve,21,1,0.12,0.6038931763348984,0.09341372848013413,0.7196114592757195,0.43687759815744687,0.2849161956701649
20000,prepositioned_htve,22,1,0.12,0.5819332159767695,0.13774847594397976,0.7236089598398421,0.4547213164760454,0.30585000389248973
20000,prepositioned_htve,23,1,0.12,0.5242240508551749,0.13975104929676077,0.7220748330901758,0.4252059030847346,0.28672051521548825
20000,prepositioned_htve,24,1,0.12,0.5792127360251462,0.11654911192995523,0.7223373082423897,0.439286027791566,0.29140579323138394
20000,prepositioned_htve,25,1,0.12,0.5874531553966955,0.10043984434664374,0.725378951388421,0.4349621985938239,0.2852146421157507
20000,prepositioned_htve,26,1,0.12,0.5308918177289247,0.10519264841316,0.7244778162114406,0.40673397796023325,0.26803023138173204
20000,prepositioned_htve,27,1,0.12,0.5736495825322208,0.10599587569420987,0.7243634757616974,0.4304779404922944,0.2835055562674365
20000,prepositioned_htve,28,1,0.12,0.5691909764193054,0.10828468703701997,0.7240906678763852,0.42939589687349144,0.28328367566804535
20000,prepositioned_htve,29,1,0.12,0.49661083277598167,0.06831128059810307,0.7262024186599598,0.3635454320751026,0.2331840667261289
20000,prepositioned_htve,30,1,0.12,0.6692701885067804,0.09861607832143138,0.7237632952913626,0.4779063006678431,0.3123739892496596
20000,prepositioned_htve,31,1,0.12,0.557084284325818,0.09519022770396517,0.7229065154795978,0.4138320965429373,0.2705568754065755
20000,prepositioned_htve,32,1,0.12,0.5492093317233798,0.08734704731945658,0.725417121280989,0.40548775875890986,0.2635976810430634
20000,prepositioned_htve,33,1,0.12,0.6378804261846964,0.11013832082752452,0.7236683969692035,0.4675513655520087,0.3083547376705966
20000,prepositioned_htve,34,1,0.12,0.5764756464053548,0.10399831382860941,0.7246455958554887,0.4308733908195276,0.2833411307061493
20000,prepositioned_htve,35,1,0.12,0.5268446335267524,0.10019339090000498,0.7254027337512907,0.4015875233086078,0.26372473345060843
20000,prepositioned_htve,36,1,0.12,0.5775489258833625,0.12163908760359213,0.7267318734671303,0.44357658871355676,0.2952514968815483
20000,prepositioned_htve,37,1,0.12,0.5741950451334137,0.10621629445964495,0.7248956969140951,0.4311535700442166,0.2839875461112311
20000,prepositioned_htve,38,1,0.12,0.6005968334177677,0.10795193860922295,0.726227216262891,0.447221158000472,0.2947295285066151
20000,prepositioned_htve,39,1,0.12,0.5727394887625924,0.11032239925432749,0.7266750728555411,0.4337703756598953,0.2865356623226459
20000,prepositioned_htve,40,1,0.12,0.531156065948675,0.09425984990429591,0.7262684539990762,0.4003858421710539,0.2617636647078003
20000,prepositioned_htve,41,1,0.12,0.5931972562810072,0.1297078424845488,0.7254741531672976,0.45643509699261164,0.30533603442245827
20000,prepositioned_htve,42,1,0.12,0.5726496468197763,0.10229409717340307,0.7253982015704571,0.4280381976074239,0.2811574438349458
20000,prepositioned_htve,43,0,0.88,0.7626720142681428,0.7746327252989716,0.7258278817678129,0.7626720142681428,0.7626720142681428
20000,prepositioned_htve,44,0,0.88,0.8010212817026895,0.7520039126676595,0.7246771612083692,0.8010212817026895,0.7826358769308924
20000,prepositioned_htve,45,0,0.88,0.7861072119150229,0.7687590565521571,0.7273693631908926,0.7861072119150229,0.7861072119150229
20000,prepositioned_htve,46,0,0.88,0.7993656101024593,0.7351400363603368,0.72853681623304,0.7993656101024593,0.7739510495341675
20000,prepositioned_htve,47,0,0.88,0.8561224239042393,0.7796423653216835,0.7288503284686985,0.8039092386400797,0.8039092386400797
20000,prepositioned_htve,48,0,0.88,0.8082672383680349,0.7784660693903787,0.730545885774974,0.7955768421571116,0.7955768421571116
20000,prepositioned_htve,49,0,0.88,0.8145819798269157,0.7675599593813189,0.7282394834888682,0.8145819798269157,0.7963332619600225
20000,prepositioned_htve,50,0,0.88,0.8106742090559814,0.7679391506537497,0.7300866788341267,0.7896210879973253,0.7896210879973253
20000,prepositioned_htve,51,0,0.88,0.8060718014439474,0.7664338080447151,0.7306863707852348,0.8060718014439474,0.794311422590514
20000,prepositioned_htve,52,0,0.88,0.790727286931554,0.7801545520050637,0.7288882563926753,0.790727286931554,0.790727286931554
20000,prepositioned_htve,53,0,0.88,0.8276071947962572,0.7754711202073916,0.7328747630609388,0.8276071947962572,0.8059106266650422
20000,prepositioned_htve,54,0,0.88,0.8659315969743756,0.7672349143093034,0.7317458463877186,0.7983288858472148,0.7983288858472148
20000,prepositioned_htve,55,0,0.88,0.8312273000825313,0.7562550984393581,0.7309176119484921,0.8142420851206477,0.7953038261907022
20000,prepositioned_htve,56,0,0.88,0.7888413797716609,0.7693739926417668,0.7317901620551138,0.7888413797716609,0.7888413797716609
20000,prepositioned_htve,57,0,0.88,0.849749148730922,0.7784923817158862,0.7313356946182252,0.7771552989678059,0.7771552989678059
20000,prepositioned_htve,58,0,0.88,0.8338981296046221,0.7467830382662564,0.731940862729268,0.8275205170920777,0.7910408838981158
20000,prepositioned_htve,59,0,0.88,0.8357233542472452,0.7441727877666502,0.7340687537559821,0.7915872708470779,0.7908393401498451
20001,fiat_only,0,0,0.88,0.7842402806963863,0.7653670963755447,0.0,0.7653670963755447,0.5357569674628813
20001,fiat_only,1,0,0.88,0.8439750722451953,0.798505056751815,0.0,0.798505056751815,0.5589535397262705
20001,fiat_only,2,0,0.88,0.7949663157968754,0.774335122151215,0.0,0.774335122151215,0.5420345855058505
20001,fiat_only,3,0,0.88,0.8592246385310388,0.7789831603472999,0.0,0.7789831603472999,0.5452882122431099
20001,fiat_only,4,0,0.88,0.8717954424214516,0.7705724110503778,0.0,0.7705724110503778,0.5394006877352644
20001,fiat_only,5,0,0.88,0.8349406568028515,0.7710373928128315,0.0,0.7710373928128315,0.539726174968982
20001,fiat_only,6,0,0.88,0.8429898612758716,0.7794220295265142,0.0,0.7794220295265142,0.5455954206685599
20001,fiat_only,7,0,0.88,0.8624345885732512,0.762902432849086,0.0,0.762902432849086,0.5340317029943602
20001,fiat_only,8,0,0.88,0.7721734059039398,0.7413421183367067,0.0,0.7413421183367067,0.5189394828356947
20001,fiat_only,9,0,0.88,0.8192499210021351,0.7717947609770295,0.0,0.7717947609770295,0.5402563326839206
20001,fiat_only,10,1,0.12,0.5909090532645325,0.11109124195859468,0.0,0.11109124195859466,0.07776386937101627
20001,fiat_only,11,1,0.12,0.5695293011277875,0.10482139807448727,0.0,0.10482139807448732,0.07337497865214108
20001,fiat_only,12,1,0.12,0.5746610803186724,0.11734516157535832,0.0,0.11734516157535835,0.08214161310275082
20001,fiat_only,13,1,0.12,0.5287972531272834,0.09306770041359104,0.0,0.09306770041359103,0.06514739028951372
20001,fiat_only,14,1,0.12,0.5925456744352623,0.10166848474508423,0.0,0.10166848474508428,0.07116793932155896
20001,fiat_only,15,1,0.12,0.5427303057640184,0.11085577295445229,0.0,0.11085577295445226,0.07759904106811659
20001,fiat_only,16,1,0.12,0.5603900889444652,0.1113449606923161,0.0,0.11134496069231614,0.07794147248462127
20001,fiat_only,17,1,0.12,0.5944423339467528,0.10938088152274007,0.0,0.10938088152274006,0.07656661706591805
20001,fiat_only,18,1,0.12,0.5666131474253132,0.10882900402554692,0.0,0.10882900402554696,0.07618030281788284
20001,fiat_only,19,1,0.12,0.6042601500301413,0.0987666293618967,0.0,0.09876662936189673,0.06913664055332769
20001,fiat_only,20,1,0.12,0.5532436245988428,0.0906904097630238,0.0,0.09069040976302378,0.06348328683411665
20001,fiat_only,21,1,0.12,0.5390243938750963,0.11583222782494706,0.0,0.11583222782494706,0.08108255947746294
20001,fiat_only,22,1,0.12,0.5791549417001125,0.1283173938901944,0.0,0.12831739389019436,0.08982217572313607
20001,fiat_only,23,1,0.12,0.5358651477565383,0.08486956466701273,0.0,0.08486956466701279,0.05940869526690891
20001,fiat_only,24,1,0.12,0.5959274468143351,0.10102877605634486,0.0,0.10102877605634486,0.0707201432394414
20001,fiat_only,25,1,0.12,0.6019843591325305,0.1458512834191768,0.0,0.14585128341917675,0.10209589839342376
20001,fiat_only,26,1,0.12,0.5780917089923212,0.08883609310713131,0.0,0.08883609310713125,0.06218526517499191
20001,fiat_only,27,1,0.12,0.5901883983787164,0.0802127179492754,0.0,0.08021271794927542,0.05614890256449277
20001,fiat_only,28,1,0.12,0.5487792761081448,0.09369283802743783,0.0,0.09369283802743777,0.06558498661920648
20001,fiat_only,29,1,0.12,0.5442927841216925,0.09608263472650821,0.0,0.09608263472650824,0.06725784430855575
20001,fiat_only,30,1,0.12,0.5985962139321679,0.11220225316966106,0.0,0.11220225316966104,0.07854157721876275
20001,fiat_only,31,1,0.12,0.5547674235179159,0.12555641675511545,0.0,0.12555641675511542,0.08788949172858081
20001,fiat_only,32,1,0.12,0.5903116697165874,0.10822858791504429,0.0,0.1082285879150443,0.075760011540531
20001,fiat_only,33,1,0.12,0.5945618935782404,0.0783922178495699,0.0,0.07839221784956996,0.05487455249469893
20001,fiat_only,34,1,0.12,0.5347952849678027,0.1416477827522923,0.0,0.14164778275229228,0.09915344792660462
20001,fiat_only,35,1,0.12,0.5663116016657604,0.10085912383653965,0.0,0.10085912383653961,0.07060138668557775
20001,fiat_only,36,1,0.12,0.5962499565274425,0.12366626569338673,0.0,0.12366626569338668,0.08656638598537071
20001,fiat_only,37,1,0.12,0.606904611362246,0.09052357337027368,0.0,0.09052357337027372,0.06336650135919157
20001,fiat_only,38,1,0.12,0.587175551646901,0.09495881728291987,0.0,0.09495881728291988,0.0664711720980439
20001,fiat_only,39,1,0.12,0.5875733382455552,0.10202775695811539,0.0,0.10202775695811539,0.07141942987068077
20001,fiat_only,40,1,0.12,0.5487263324362266,0.0946622506204511,0.0,0.09466225062045108,0.06626357543431577
20001,fiat_only,41,1,0.12,0.5078673643617829,0.10333461064039746,0.0,0.1033346106403975,0.07233422744827822
20001,fiat_only,42,1,0.12,0.5361474984685454,0.10417546826112137,0.0,0.10417546826112134,0.07292282778278496
20001,fiat_only,43,0,0.88,0.7617390114139837,0.7782875956622622,0.0,0.7617390114139837,0.5448013169635836
20001,fiat_only,44,0,0.88,0.8474648906817679,0.7542886279173036,0.0,0.7542886279173036,0.5280020395421124
20001,fiat_only,45,0,0.88,0.887243404496478,0.7879462411339803,0.0,0.7879462411339803,0.5515623687937862
20001,fiat_only,46,0,0.88,0.7800562216787869,0.765857597715553,0.0,0.765857597715553,0.536100318400887
20001,fiat_only,47,0,0.88,0.7943651184302405,0.8000482573932916,0.0,0.7943651184302405,0.560033780175304
20001,fiat_only,48,0,0.88,0.7914044386699115,0.7950891447628063,0.0,0.7914044386699115,0.5565624013339644
20001,fiat_only,49,0,0.88,0.8028866855426612,0.7793649758909679,0.0,0.7793649758909679,0.5455554831236775
20001,fiat_only,50,0,0.88,0.7994364347142299,0.7662357396330133,0.0,0.7662357396330133,0.5363650177431093
20001,fiat_only,51,0,0.88,0.8127895122580632,0.7803005901050634,0.0,0.7803005901050634,0.5462104130735443
