rep,fee,social_share,capacity,completion,bottom_access,operating_revenue,social_transfer,price_pressure
0,0.01,0.25,spare,0.6147425770358711,0.5129215710004215,0.00485048526323233,0.0016168284210774432,0.0015133514021284874
0,0.01,0.25,tight,0.58,0.5071221883917248,0.00485048526323233,0.0016168284210774432,0.0035311532716331365
0,0.01,0.5,spare,0.6173768564754983,0.5443367125936337,0.0032336568421548863,0.0032336568421548863,0.003026702804256975
0,0.01,0.5,tight,0.58,0.5329862173916404,0.0032336568421548863,0.0032336568421548863,0.007062306543266273
0,0.01,0.75,spare,0.6198381890333453,0.5735900181645925,0.0016168284210774432,0.00485048526323233,0.0045400542063854625
0,0.01,0.75,tight,0.58,0.556920380851571,0.0016168284210774432,0.00485048526323233,0.01059345981489941
0,0.01,1.0,spare,0.6221379290947774,0.6008234175303647,0.0,0.006467313684309773,0.00605340560851395
0,0.01,1.0,tight,0.58,0.5790513791596286,0.0,0.006467313684309773,0.014124613086532546
0,0.02,0.0,spare,0.5609704274289494,0.48054551894196784,0.01264761920970373,0.0,0.0
0,0.02,0.0,tight,0.5609704274289494,0.48054551894196784,0.01264761920970373,0.0,0.0
0,0.02,0.25,spare,0.5663109346308747,0.5443423160709623,0.009485714407277798,0.0031619048024259327,0.0029595428950706737
0,0.02,0.25,tight,0.565737884677762,0.5332331344636262,0.009485714407277798,0.0031619048024259327,0.006905600088498238
0,0.02,0.5,spare,0.5709872974313975,0.5998373081824298,0.006323809604851865,0.006323809604851865,0.0059190857901413475
0,0.02,0.5,tight,0.5699124619020738,0.578509749679027,0.006323809604851865,0.006323809604851865,0.013811200176996476
0,0.02,0.75,spare,0.5750821086946859,0.6480629060784628,0.0031619048024259327,0.009485714407277798,0.00887862868521202
0,0.02,0.75,tight,0.5735678895424757,0.58,0.0031619048024259327,0.009485714407277798,0.02071680026549471
0,0.02,1.0,spare,0.5786676900529325,0.6899231301614732,0.0,0.01264761920970373,0.011838171580282695
0,0.02,1.0,tight,0.5767687289367972,0.58,0.0,0.01264761920970373,0.02762240035399295
0,0.03,0.0,spare,0.5203688686519538,0.4908209364649989,0.018970793573928,0.0,0.0
0,0.03,0.0,tight,0.5203688686519538,0.4908209364649989,0.018970793573928,0.0,0.0
0,0.03,0.25,spare,0.5281249216650095,0.5833324334318958,0.014228095180445998,0.004742698393482,0.004439165696299153
0,0.03,0.25,tight,0.5272926775264998,0.567010494105459,0.014228095180445998,0.004742698393482,0.01035805329136469
0,0.03,0.5,spare,0.5344801652904596,0.6583338130537242,0.009485396786964,0.009485396786964,0.008878331392598306
0,0.03,0.5,tight,0.5329659874097258,0.58,0.009485396786964,0.009485396786964,0.02071610658272938
0,0.03,0.75,spare,0.5396875976624198,0.718987552006927,0.004742698393482,0.014228095180445998,0.013317497088897458
0,0.03,0.75,tight,0.5376146490949778,0.58,0.004742698393482,0.014228095180445998,0.03107415987409406
0,0.03,1.0,spare,0.5439545232921383,0.7678849566821093,0.0,0.018970793573928,0.017756662785196612
0,0.03,1.0,tight,0.5414237227942348,0.58,0.0,0.018970793573928,0.04143221316545876
1,0.0,0.0,spare,0.6743124803180628,0.5161360266556935,0.0,0.0,0.0
1,0.0,0.0,tight,0.58,0.5161360266556935,0.0,0.0,0.0
1,0.0,0.25,spare,0.6743124803180628,0.5161360266556935,0.0,0.0,0.0
1,0.0,0.25,tight,0.58,0.5161360266556935,0.0,0.0,0.0
1,0.0,0.5,spare,0.6743124803180628,0.5161360266556935,0.0,0.0,0.0
1,0.0,0.5,tight,0.58,0.5161360266556935,0.0,0.0,0.0
1,0.0,0.75,spare,0.6743124803180628,0.5161360266556935,0.0,0.0,0.0
1,0.0,0.75,tight,0.58,0.5161360266556935,0.0,0.0,0.0
1,0.0,1.0,spare,0.6743124803180628,0.5161360266556935,0.0,0.0,0.0
1,0.0,1.0,tight,0.58,0.5161360266556935,0.0,0.0,0.0
1,0.0025,0.0,spare,0.6132969911529986,0.48411129606275877,0.0015813298106389046,0.0,0.0
1,0.0025,0.0,tight,0.58,0.48411129606275877,0.0015813298106389046,0.0,0.0
1,0.0025,0.25,spare,0.6140041447184683,0.49258068445544045,0.0011859973579791785,0.00039533245265972614,0.00037003117568950374
1,0.0025,0.25,tight,0.58,0.4911388174398822,0.0011859973579791785,0.00039533245265972614,0.0008634060766088419
1,0.0025,0.5,spare,0.6146996536731623,0.5009045152134246,0.0007906649053194523,0.0007906649053194523,0.0007400623513790075
1,0.0025,0.5,tight,0.58,0.498036399885286,0.0007906649053194523,0.0007906649053194523,0.0017268121532176839
1,0.0025,0.75,spare,0.6153837097674535,0.5090851852163766,0.00039533245265972614,0.0011859973579791785,0.0011100935270685114
1,0.0025,0.75,tight,0.58,0.504806183087375,0.00039533245265972614,0.0011859973579791785,0.0025902182298265263
1,0.0025,1.0,spare,0.6160565015941857,0.5171250518748393,0.0,0.0015813298106389046,0.001480124702758015
1,0.0025,1.0,tight,0.58,0.5114502715005682,0.0,0.0015813298106389046,0.0034536243064353677
1,0.005,0.0,spare,0.6365817047297566,0.4766119119284855,0.0033358125962035046,0.0,0.0
1,0.005,0.0,tight,0.58,0.4766119119284855,0.0033358125962035046,0.0,0.0
1,0.005,0.25,spare,0.6380598251986048,0.4943078376415766,0.0025018594471526287,0.0008339531490508761,0.0007805801475116203
1,0.005,0.25,tight,0.58,0.49128448822189874,0.0025018594471526287,0.0008339531490508761,0.0018213536775271138
1,0.005,0.5,spare,0.6394870691743357,0.5113678071907016,0.0016679062981017523,0.0016679062981017523,0.0015611602950232407
1,0.005,0.5,tight,0.58,0.505389348058955,0.0016679062981017523,0.0016679062981017523,0.0036427073550542276
1,0.005,0.75,spare,0.6408651878116127,0.5278137100091519,0.0008339531490508761,0.0025018594471526287,0.0023417404425348613
1,0.005,0.75,tight,0.58,0.5189460320812955,0.0008339531490508761,0.0025018594471526287,0.005464061032581341
1,0.005,1.0,spare,0.6421958719908453,0.5436666821020467,0.0,0.0033358125962035046,0.0031223205900464813
1,0.005,1.0,tight,0.58,0.5319734083471417,0.0,0.0033358125962035046,0.007285414710108455
1,0.01,0.0,spare,0.6027917040947829,0.4881777620743894,0.006493292061911938,0.0,0.0
1,0.01,0.0,tight,0.58,0.4881777620743894,0.006493292061911938,0.0,0.0
1,0.01,0.25,spare,0.6056220260430281,0.5220373560849668,0.004869969046433953,0.0016233230154779844,0.0015194303424873941
1,0.01,0.25,tight,0.58,0.5162151900146746,0.004869969046433953,0.0016233230154779844,0.003545337465803918
1,0.01,0.5,spare,0.6082658091888626,0.5535652150654121,0.003246646030955969,0.003246646030955969,0.0030388606849747883
1,0.01,0.5,tight,0.58,0.5421710840010864,0.003246646030955969,0.003246646030955969,0.007090674931607836
1,0.01,0.75,spare,0.6107353477961341,0.5829150173138181,0.0016233230154779844,0.004869969046433953,0.004558291027462181
1,0.01,0.75,tight,0.58,0.5661826322609831,0.0016233230154779844,0.004869969046433953,0.010636012397411757
1,0.01,1.0,spare,0.6130421258472813,0.6102303126106711,0.0,0.006493292061911938,0.0060777213699495765
1,0.01,1.0,tight,0.58,0.58,0.0,0.006493292061911938,0.014181349863215672
1,0.02,0.0,spare,0.5890460039775888,0.4828948111410757,0.013174264988412968,0.0,0.0
1,0.02,0.0,tight,0.58,0.4828948111410757,0.013174264988412968,0.0,0.0
1,0.02,0.25,spare,0.5945938763769157,0.5491604381253762,0.009880698741309726,0.003293566247103242,0.0030827780072886354
1,0.02,0.25,tight,0.58,0.5376088078969877,0.009880698741309726,0.003293566247103242,0.0071931486836734814
1,0.02,0.5,spare,0.5994250272747709,0.6064670463412761,0.006587132494206484,0.006587132494206484,0.006165556014577271
1,0.02,0.5,tight,0.58,0.58,0.006587132494206484,0.006587132494206484,0.014386297367346963
1,0.02,0.75,spare,0.6036320488711359,0.6559720382885487,0.003293566247103242,0.009880698741309726,0.009248334021865907
1,0.02,0.75,tight,0.58,0.58,0.003293566247103242,0.009880698741309726,0.021579446051020443
1,0.02,1.0,spare,0.6072955715154272,0.6986832933349019,0.0,0.013174264988412968,0.012331112029154542
1,0.02,1.0,tight,0.58,0.58,0.0,0.013174264988412968,0.028772594734693926
1,0.03,0.0,spare,0.5151425531377859,0.48694084441897806,0.018329453569761366,0.0,0.0
1,0.03,0.0,tight,0.5151425531377859,0.48694084441897806,0.018329453569761366,0.0,0.0
1,0.03,0.25,spare,0.5226608484109788,0.5766304431985649,0.013747090177321024,0.004582363392440341,0.004289092135324161
1,0.03,0.25,tight,0.5218541162803232,0.5608275020516048,0.013747090177321024,0.004582363392440341,0.010007881649089707
1,0.03,0.5,spare,0.5288629001154562,0.6498669973692093,0.009164726784880683,0.009164726784880683,0.008578184270648322
1,0.03,0.5,tight,0.5273906721238135,0.58,0.009164726784880683,0.009164726784880683,0.020015763298179414
1,0.03,0.75,spare,0.5339791457465853,0.7095309756229993,0.004582363392440341,0.013747090177321024,0.012867276405972483
1,0.03,0.75,tight,0.5319579316365503,0.58,0.004582363392440341,0.013747090177321024,0.030023644947269123
1,0.03,1.0,spare,0.5381996796288087,0.7579985570154666,0.0,0.018329453569761366,0.017156368541296645
1,0.03,1.0,tight,0.5357255915403532,0.58,0.0,0.018329453569761366,0.04003152659635883
2,0.0,0.0,spare,0.6553715570107161,0.47861225738532504,0.0,0.0,0.0
2,0.0,0.0,tight,0.58,0.47861225738532504,0.0,0.0,0.0
2,0.0,0.25,spare,0.6553715570107161,0.47861225738532504,0.0,0.0,0.0
2,0.0,0.25,tight,0.58,0.47861225738532504,0.0,0.0,0.0
2,0.0,0.5,spare,0.6553715570107161,0.47861225738532504,0.0,0.0,0.0
2,0.0,0.5,tight,0.58,0.47861225738532504,0.0,0.0,0.0
2,0.0,0.75,spare,0.6553715570107161,0.47861225738532504,0.0,0.0,0.0
2,0.0,0.75,tight,0.58,0.47861225738532504,0.0,0.0,0.0
2,0.0,1.0,spare,0.6553715570107161,0.47861225738532504,0.0,0.0,0.0
2,0.0,1.0,tight,0.58,0.47861225738532504,0.0,0.0,0.0
2,0.0025,0.0,spare,0.6481119173623321,0.4920750097784925,0.0016450675203660468,0.0,0.0
2,0.0025,0.0,tight,0.58,0.4920750097784925,0.0016450675203660468,0.0,0.0
2,0.0025,0.25,spare,0.6488473283096852,0.5008827008206399,0.001233800640274535,0.0004112668800915117,0.0003849457997656551
2,0.0025,0.25,tight,0.58,0.4993830465313085,0.001233800640274535,0.0004112668800915117,0.0008982068661198616
2,0.0025,0.5,spare,0.6495701454310907,0.5095329690384444,0.0008225337601830234,0.0008225337601830234,0.0007698915995313102
2,0.0025,0.5,tight,0.58,0.5065505523276692,0.0008225337601830234,0.0008225337601830234,0.0017964137322397232
2,0.0025,0.75,spare,0.6502805843943366,0.518028510279251,0.0004112668800915117,0.001233800640274535,0.001154837399296965
2,0.0025,0.75,tight,0.58,0.5135799337436698,0.0004112668800915117,0.001233800640274535,0.0026946205983595845
2,0.0025,1.0,spare,0.6509788571739246,0.526371974224336,0.0,0.0016450675203660468,0.0015397831990626204
2,0.0025,1.0,tight,0.58,0.5204735561430724,0.0,0.0016450675203660468,0.0035928274644794465
2,0.005,0.0,spare,0.6402863507710729,0.46569103213349194,0.0032508113754762813,0.0,0.0
2,0.005,0.0,tight,0.58,0.46569103213349194,0.0032508113754762813,0.0,0.0
2,0.005,0.25,spare,0.6417274458906034,0.4829440312657617,0.002438108531607211,0.0008127028438690703,0.00076068986186145
2,0.005,0.25,tight,0.58,0.4799968636492846,0.002438108531607211,0.0008127028438690703,0.0017749430110100498
2,0.005,0.5,spare,0.6431201813989301,0.4995925352579843,0.0016254056877381406,0.0016254056877381406,0.0015213797237229
2,0.005,0.5,tight,0.58,0.49376306388506486,0.0016254056877381406,0.0016254056877381406,0.0035498860220200996
2,0.005,0.75,spare,0.6444661801257775,0.5156568294817159,0.0008127028438690703,0.002438108531607211,0.00228206958558435
2,0.005,0.75,tight,0.58,0.5070077415406276,0.0008127028438690703,0.002438108531607211,0.0053248290330301495
2,0.005,1.0,spare,0.6457670104426921,0.5311565185812874,0.0,0.0032508113754762813,0.0030427594474458
2,0.005,1.0,tight,0.58,0.5197483976322975,0.0,0.0032508113754762813,0.007099772044040199
2,0.01,0.0,spare,0.5949187412002549,0.47484152075532277,0.006344569543920737,0.0,0.0
2,0.01,0.0,tight,0.58,0.47484152075532277,0.006344569543920737,0.0,0.0
2,0.01,0.25,spare,0.5976863732377219,0.5079522919503825,0.004758427157940553,0.0015861423859801842,0.0014846292732774529
2,0.01,0.25,tight,0.58,0.502260612133871,0.004758427157940553,0.0015861423859801842,0.0034641349709807227
2,0.01,0.5,spare,0.6002756383998439,0.5388334772036302,0.0031722847719603685,0.0031722847719603685,0.0029692585465549057
2,0.01,0.5,tight,0.58,0.5276893577908912,0.0031722847719603685,0.0031722847719603685,0.006928269941961445
2,0.01,0.75,spare,0.6026980319799944,0.5676287676822337,0.0015861423859801842,0.004758427157940553,0.004453887819832358
2,0.01,0.75,tight,0.58,0.5512560304672677,0.0015861423859801842,0.004758427157940553,0.01039240491294217
2,0.01,1.0,spare,0.6049643084290024,0.5944725940215573,0.0,0.006344569543920737,0.0059385170931098115
2,0.01,1.0,tight,0.58,0.5730806360506059,0.0,0.006344569543920737,0.01385653988392289
2,0.02,0.0,spare,0.545586049646132,0.48945404820889893,0.012540104331190327,0.0,0.0
2,0.02,0.0,tight,0.545586049646132,0.48945404820889893,0.012540104331190327,0.0,0.0
2,0.02,0.25,spare,0.5508840820604635,0.5527450689745443,0.009405078248392745,0.0031350260827975817,0.0029343844134985374
2,0.02,0.25,tight,0.550315589759671,0.5417264026633049,0.009405078248392745,0.0031350260827975817,0.006846896964829919
2,0.02,0.5,spare,0.5555284923747739,0.6078658134899256,0.006270052165595163,0.006270052165595163,0.005868768826997075
2,0.02,0.5,tight,0.5544616430804934,0.58,0.006270052165595163,0.006270052165595163,0.013693793929659838
2,0.02,0.75,spare,0.5595999184214178,0.6558242546594751,0.0031350260827975817,0.009405078248392745,0.00880315324049561
2,0.02,0.75,tight,0.558096194797244,0.58,0.0031350260827975817,0.009405078248392745,0.020540690894489757
2,0.02,1.0,spare,0.5631690496849098,0.6975040110396267,0.0,0.012540104331190327,0.01173753765399415
2,0.02,1.0,tight,0.5612823492336549,0.58,0.0,0.012540104331190327,0.027387587859319676
2,0.03,0.0,spare,0.49319203239173803,0.485883875458849,0.01884004442834093,0.0,0.0
2,0.03,0.0,tight,0.49319203239173803,0.485883875458849,0.01884004442834093,0.0,0.0
2,0.03,0.25,spare,0.5008997438921393,0.5778216988176336,0.014130033321255696,0.004710011107085232,0.004408570396231779
2,0.03,0.25,tight,0.5000726869204122,0.5616053928094022,0.014130033321255696,0.004710011107085232,0.01028666425787415
2,0.03,0.5,spare,0.5072240533672654,0.652466996860478,0.009420022214170464,0.009420022214170464,0.008817140792463558
2,0.03,0.5,tight,0.5057183819660166,0.58,0.009420022214170464,0.009420022214170464,0.0205733285157483
2,0.03,0.75,spare,0.5124132577549864,0.7129234813107582,0.004710011107085232,0.014130033321255696,0.013225711188695337
2,0.03,0.75,tight,0.5103507715759195,0.58,0.004710011107085232,0.014130033321255696,0.030859992773622447
2,0.03,1.0,spare,0.5166710889511749,0.7617378008668828,0.0,0.01884004442834093,0.017634281584927115
2,0.03,1.0,tight,0.5141517266974053,0.58,0.0,0.01884004442834093,0.0411466570314966
3,0.0,0.0,spare,0.6488880343367154,0.4779394103113033,0.0,0.0,0.0
3,0.0,0.0,tight,0.58,0.4779394103113033,0.0,0.0,0.0
3,0.0,0.25,spare,0.6488880343367154,0.4779394103113033,0.0,0.0,0.0
3,0.0,0.25,tight,0.58,0.4779394103113033,0.0,0.0,0.0
3,0.0,0.5,spare,0.6488880343367154,0.4779394103113033,0.0,0.0,0.0
3,0.0,0.5,tight,0.58,0.4779394103113033,0.0,0.0,0.0
3,0.0,0.75,spare,0.6488880343367154,0.4779394103113033,0.0,0.0,0.0
3,0.0,0.75,tight,0.58,0.4779394103113033,0.0,0.0,0.0
3,0.0,1.0,spare,0.6488880343367154,0.4779394103113033,0.0,0.0,0.0
3,0.0,1.0,tight,0.58,0.4779394103113033,0.0,0.0,0.0
3,0.0025,0.0,spare,0.6586761886200572,0.4980527543698939,0.0016157091806367852,0.0,0.0
3,0.0025,0.0,tight,0.58,0.4980527543698939,0.0016157091806367852,0.0,0.0
3,0.0025,0.25,spare,0.659398586233734,0.5067046485925851,0.001211781885477589,0.0004039272951591963,0.0003780759482690078
3,0.0025,0.25,tight,0.58,0.5052316086511637,0.001211781885477589,0.0004039272951591963,0.0008821772126276847
3,0.0025,0.5,spare,0.660108831781645,0.515204641993204,0.0008078545903183926,0.0008078545903183926,0.0007561518965380156
3,0.0025,0.5,tight,0.58,0.512274861453415,0.0008078545903183926,0.0008078545903183926,0.0017643544252553694
3,0.0025,0.75,spare,0.6608071296840424,0.5235552898249031,0.0004039272951591963,0.001211781885477589,0.0011342278448070236
3,0.0025,0.75,tight,0.58,0.5191847938446634,0.0004039272951591963,0.001211781885477589,0.0026465316378830542
3,0.0025,1.0,spare,0.6614936809224513,0.5317591043567443,0.0,0.0016157091806367852,0.0015123037930760313
3,0.0025,1.0,tight,0.58,0.5259636485211358,0.0,0.0016157091806367852,0.003528708850510739
3,0.005,0.0,spare,0.6263146573790713,0.5018241774727001,0.003244461419839741,0.0,0.0
3,0.005,0.0,tight,0.58,0.5018241774727001,0.003244461419839741,0.0,0.0
3,0.005,0.25,spare,0.6277529852194992,0.5190440715058054,0.002433346064879806,0.0008111153549599352,0.0007592039722424996
3,0.005,0.25,tight,0.58,0.5161025967762207,0.002433346064879806,0.0008111153549599352,0.0017714759352324987
3,0.005,0.5,spare,0.6291431389965759,0.5356617897470219,0.0016222307099198704,0.0016222307099198704,0.0015184079444849992
3,0.005,0.5,tight,0.58,0.5298434552759538,0.0016222307099198704,0.0016222307099198704,0.0035429518704649973
3,0.005,0.75,spare,0.6304867322091955,0.5516975009325248,0.0008111153549599352,0.002433346064879806,0.0022776119167274987
3,0.005,0.75,tight,0.58,0.543064757551585,0.0008111153549599352,0.002433346064879806,0.005314427805697497
3,0.005,1.0,spare,0.6317853243151664,0.5671706982849192,0.0,0.003244461419839741,0.0030368158889699983
3,0.005,1.0,tight,0.58,0.555783905153547,0.0,0.003244461419839741,0.007085903740929995
3,0.01,0.0,spare,0.5829313487918093,0.4924976238157568,0.006323236130650519,0.0,0.0
3,0.01,0.0,tight,0.58,0.4924976238157568,0.006323236130650519,0.0,0.0
3,0.01,0.25,spare,0.5856899802811036,0.5255008801773633,0.004742427097987889,0.0015808090326626298,0.001479637254572222
3,0.01,0.25,tight,0.58,0.5198279286560685,0.004742427097987889,0.0015808090326626298,0.003452486927335184
3,0.01,0.5,spare,0.5882714031337146,0.556289028580429,0.0031616180653252597,0.0031616180653252597,0.002959274509144444
3,0.01,0.5,tight,0.58,0.5451808122338379,0.0031616180653252597,0.0031616180653252597,0.006904973854670368
3,0.01,0.75,spare,0.5906870008566592,0.5850043628626638,0.0015808090326626298,0.004742427097987889,0.004438911763716666
3,0.01,0.75,tight,0.58,0.5686832998974825,0.0015808090326626298,0.004742427097987889,0.010357460782005551
3,0.01,1.0,spare,0.5929474257046041,0.6117800362074037,0.0,0.006323236130650519,0.005918549018288888
3,0.01,1.0,tight,0.58,0.58,0.0,0.006323236130650519,0.013809947709340737
3,0.02,0.0,spare,0.5514050561947409,0.49188658568423216,0.012720259380069916,0.0,0.0
3,0.02,0.0,tight,0.5514050561947409,0.49188658568423216,0.012720259380069916,0.0,0.0
3,0.02,0.25,spare,0.5567742334649272,0.5560247608666236,0.009540194535052436,0.003180064845017479,0.0029765406949363612
3,0.02,0.25,tight,0.5561981071408534,0.5448544608891213,0.009540194535052436,0.003180064845017479,0.006945261621518175
3,0.02,0.5,spare,0.561472116385293,0.6117717566762607,0.006360129690034958,0.006360129690034958,0.0059530813898727225
3,0.02,0.5,tight,0.5603918953216273,0.58,0.006360129690034958,0.006360129690034958,0.01389052324303635
3,0.02,0.75,spare,0.5655826351524821,0.6601767005711879,0.003180064845017479,0.009540194535052436,0.008929622084809083
3,0.02,0.75,tight,0.5640613450109658,0.58,0.003180064845017479,0.009540194535052436,0.020835784864554525
3,0.02,1.0,spare,0.5691792263876884,0.7021575503163313,0.0,0.012720259380069916,0.011906162779745445
3,0.02,1.0,tight,0.5672720128945555,0.58,0.0,0.012720259380069916,0.0277810464860727
3,0.03,0.0,spare,0.5344701535409783,0.5074819905616786,0.018659125574391137,0.0,0.0
3,0.03,0.0,tight,0.5344701535409783,0.5074819905616786,0.018659125574391137,0.0,0.0
3,0.03,0.25,spare,0.5421108648793729,0.5986246469072043,0.013994344180793353,0.004664781393597784,0.004366235384407527
3,0.03,0.25,tight,0.5412909971947761,0.58,0.013994344180793353,0.004664781393597784,0.010187882563617561
3,0.03,0.5,spare,0.5483921204205277,0.6727741057872306,0.009329562787195569,0.009329562787195569,0.008732470768815054
3,0.03,0.5,tight,0.5468982581026028,0.58,0.009329562787195569,0.009329562787195569,0.020375765127235122
3,0.03,0.75,spare,0.5535557981758995,0.7329538423449722,0.004664781393597784,0.013994344180793353,0.013098706153222582
3,0.03,0.75,tight,0.5515078601524803,0.58,0.004664781393597784,0.013994344180793353,0.030563647690852687
3,0.03,1.0,spare,0.5578007405742185,0.7816493869395507,0.0,0.018659125574391137,0.01746494153763011
3,0.03,1.0,tight,0.5552973094767619,0.58,0.0,0.018659125574391137,0.040751530254470245
4,0.0,0.0,spare,0.6878161159075653,0.5054481359047303,0.0,0.0,0.0
4,0.0,0.0,tight,0.58,0.5054481359047303,0.0,0.0,0.0
4,0.0,0.25,spare,0.6878161159075653,0.5054481359047303,0.0,0.0,0.0
4,0.0,0.25,tight,0.58,0.5054481359047303,0.0,0.0,0.0
4,0.0,0.5,spare,0.6878161159075653,0.5054481359047303,0.0,0.0,0.0
4,0.0,0.5,tight,0.58,0.5054481359047303,0.0,0.0,0.0
4,0.0,0.75,spare,0.6878161159075653,0.5054481359047303,0.0,0.0,0.0
4,0.0,0.75,tight,0.58,0.5054481359047303,0.0,0.0,0.0
4,0.0,1.0,spare,0.6878161159075653,0.5054481359047303,0.0,0.0,0.0
4,0.0,1.0,tight,0.58,0.5054481359047303,0.0,0.0,0.0
4,0.0025,0.0,spare,0.6508068097815932,0.49313468892225476,0.0016808113395687908,0.0,0.0
4,0.0025,0.0,tight,0.58,0.49313468892225476,0.0016808113395687908,0.0,0.0
4,0.0025,0.25,spare,0.6515580590664632,0.5021319951296714,0.0012606085046765931,0.0004202028348921977,0.0003933098534590971
4,0.0025,0.25,tight,0.58,0.5005999450969673,0.0012606085046765931,0.0004202028348921977,0.0009177229914045598
4,0.0025,0.5,spare,0.6522961662246564,0.5109650247536255,0.0008404056697843954,0.0008404056697843954,0.0007866197069181942
4,0.0025,0.5,tight,0.58,0.5079185519818227,0.0008404056697843954,0.0008404056697843954,0.0018354459828091197
4,0.0025,0.75,spare,0.6530213611605424,0.5196366515987425,0.0004202028348921977,0.0012606085046765931,0.0011799295603772916
4,0.0025,0.75,tight,0.58,0.5150930750149295,0.0004202028348921977,0.0012606085046765931,0.0027531689742136796
4,0.0025,1.0,spare,0.6537338697566144,0.5281496991961835,0.0,0.0016808113395687908,0.0015732394138363885
4,0.0025,1.0,tight,0.58,0.5221260347554015,0.0,0.0016808113395687908,0.0036708919656182394
4,0.005,0.0,spare,0.6183319263907032,0.4787528991090051,0.0031850264835313266,0.0,0.0
4,0.005,0.0,tight,0.58,0.4787528991090051,0.0031850264835313266,0.0,0.0
4,0.005,0.25,spare,0.6197443438337591,0.49566282095005754,0.002388769862648495,0.0007962566208828317,0.0007452961971463306
4,0.005,0.25,tight,0.58,0.49277464306163654,0.002388769862648495,0.0007962566208828317,0.0017390244600081046
4,0.005,0.5,spare,0.6211103072195906,0.5119920670758041,0.0015925132417656633,0.0015925132417656633,0.0014905923942926612
4,0.005,0.5,tight,0.58,0.5062780192743747,0.0015925132417656633,0.0015925132417656633,0.003478048920016209
4,0.005,0.75,spare,0.6224313444105467,0.5277597357656094,0.0007962566208828317,0.002388769862648495,0.002235888591438992
4,0.005,0.75,tight,0.58,0.5192800767328227,0.0007962566208828317,0.002388769862648495,0.005217073380024313
4,0.005,1.0,spare,0.6237089330179654,0.5429842971611968,0.0,0.0031850264835313266,0.0029811847885853225
4,0.005,1.0,tight,0.58,0.5317973036857021,0.0,0.0031850264835313266,0.006956097840032418
